Time,Value
-2.2115311E-02,3.1780E-04
-2.2113311E-02,6.11401E-03
-2.2111311E-02,4.55957E-03
-2.2109311E-02,-1.63183E-03
-2.2107311E-02,4.48053E-03
-2.2105311E-02,4.98112E-03
-2.2103311E-02,-1.230212E-02
-2.2101311E-02,6.00862E-03
-2.2099311E-02,5.61343E-03
-2.2097311E-02,3.08417E-03
-2.2095311E-02,7.87922E-03
-2.2093311E-02,-8.82440E-03
-2.2091311E-02,1.55608E-03
-2.2089311E-02,-2.6182E-04
-2.2087311E-02,1.035578E-02
-2.2085311E-02,1.291138E-02
-2.2083311E-02,6.3396E-04
-2.2081311E-02,1.768008E-02
-2.2079311E-02,7.95826E-03
-2.2077311E-02,1.525621E-02
-2.2075311E-02,1.710046E-02
-2.2073311E-02,6.98344E-03
-2.2071311E-02,-5.16225E-03
-2.2069311E-02,9.51269E-03
-2.2067311E-02,5.27093E-03
-2.2065311E-02,-1.190692E-02
-2.2063311E-02,1.857585E-02
-2.2061311E-02,1.088271E-02
-2.2059311E-02,2.221166E-02
-2.2057311E-02,6.95709E-03
-2.2055311E-02,1.84589E-03
-2.2053311E-02,1.401793E-02
-2.2051311E-02,2.218531E-02
-2.2049311E-02,3.32129E-03
-2.2047311E-02,2.229070E-02
-2.2045311E-02,4.61227E-03
-2.2043311E-02,3.11052E-03
-2.2041311E-02,7.85287E-03
-2.2039311E-02,7.22056E-03
-2.2037311E-02,-2.6182E-04
-2.2035311E-02,1.385985E-02
-2.2033311E-02,6.8665E-04
-2.2031311E-02,-6.0432E-04
-2.2029311E-02,1.019770E-02
-2.2027311E-02,7.77383E-03
-2.2025311E-02,2.476726E-02
-2.2023311E-02,-3.66050E-03
-2.2021311E-02,-4.16108E-03
-2.2019311E-02,-5.74187E-03
-2.2017311E-02,-2.3547E-04
-2.2015311E-02,1.923451E-02
-2.2013311E-02,-2.65934E-03
-2.2011311E-02,1.354369E-02
-2.2009311E-02,3.1780E-04
-2.2007311E-02,7.29960E-03
-2.2005311E-02,1.986683E-02
-2.2003311E-02,1.117252E-02
-2.2001311E-02,2.6511E-04
-2.1999311E-02,-6.21610E-03
-2.1997311E-02,5.24458E-03
-2.1995311E-02,2.113145E-02
-2.1993311E-02,8.93307E-03
-2.1991311E-02,1.973510E-02
-2.1989311E-02,-1.894141E-02
-2.1987311E-02,8.80134E-03
-2.1985311E-02,-5.76821E-03
-2.1983311E-02,1.054020E-02
-2.1981311E-02,3.201252E-02
-2.1979311E-02,2.24109E-03
-2.1977311E-02,8.98577E-03
-2.1975311E-02,1.683699E-02
-2.1973311E-02,1.559871E-02
-2.1971311E-02,-4.79340E-03
-2.1969311E-02,-1.051056E-02
-2.1967311E-02,1.847047E-02
-2.1965311E-02,4.42784E-03
-2.1963311E-02,8.69596E-03
-2.1961311E-02,1.799623E-02
-2.1959311E-02,1.799623E-02
-2.1957311E-02,8.40615E-03
-2.1955311E-02,4.11168E-03
-2.1953311E-02,-9.90460E-03
-2.1951311E-02,-4.58263E-03
-2.1949311E-02,-4.47724E-03
-2.1947311E-02,1.717950E-02
-2.1945311E-02,3.84822E-03
-2.1943311E-02,-9.00882E-03
-2.1941311E-02,2.250147E-02
-2.1939311E-02,2.26744E-03
-2.1937311E-02,3.34764E-03
-2.1935311E-02,-4.55628E-03
-2.1933311E-02,5.434E-05
-2.1931311E-02,1.235811E-02
-2.1929311E-02,2.179011E-02
-2.1927311E-02,6.61459E-03
-2.1925311E-02,7.98460E-03
-2.1923311E-02,2.092068E-02
-2.1921311E-02,4.34880E-03
-2.1919311E-02,8.82769E-03
-2.1917311E-02,2.58359E-03
-2.1915311E-02,1.45070E-03
-2.1913311E-02,4.98112E-03
-2.1911311E-02,5.63977E-03
-2.1909311E-02,3.182809E-02
-2.1907311E-02,-2.8816E-04
-2.1905311E-02,2.734920E-02
-2.1903311E-02,1.55608E-03
-2.1901311E-02,-9.24594E-03
-2.1899311E-02,-7.0971E-04
-2.1897311E-02,1.404427E-02
-2.1895311E-02,4.55957E-03
-2.1893311E-02,1.264792E-02
-2.1891311E-02,2.24109E-03
-2.1889311E-02,3.03148E-03
-2.1887311E-02,1.659987E-02
-2.1885311E-02,1.841778E-02
-2.1883311E-02,1.686334E-02
-2.1881311E-02,7.66845E-03
-2.1879311E-02,9.14385E-03
-2.1877311E-02,1.220003E-02
-2.1875311E-02,1.030309E-02
-2.1873311E-02,1.164675E-02
-2.1871311E-02,6.06132E-03
-2.1869311E-02,1.799623E-02
-2.1867311E-02,-9.95729E-03
-2.1865311E-02,3.76918E-03
-2.1863311E-02,1.504544E-02
-2.1861311E-02,1.238445E-02
-2.1859311E-02,1.905009E-02
-2.1857311E-02,1.10820E-03
-2.1855311E-02,-1.072134E-02
-2.1853311E-02,2.252781E-02
-2.1851311E-02,1.968240E-02
-2.1849311E-02,1.085636E-02
-2.1847311E-02,1.625737E-02
-2.1845311E-02,1.515082E-02
-2.1843311E-02,7.74749E-03
-2.1841311E-02,1.459755E-02
-2.1839311E-02,2.400321E-02
-2.1837311E-02,9.14385E-03
-2.1835311E-02,4.00630E-03
-2.1833311E-02,-1.185423E-02
-2.1831311E-02,5.85055E-03
-2.1829311E-02,1.299042E-02
-2.1827311E-02,3.9684E-04
-2.1825311E-02,-4.87244E-03
-2.1823311E-02,7.98460E-03
-2.1821311E-02,2.60994E-03
-2.1819311E-02,-1.902045E-02
-2.1817311E-02,5.19189E-03
-2.1815311E-02,8.37980E-03
-2.1813311E-02,6.74632E-03
-2.1811311E-02,1.681065E-02
-2.1809311E-02,1.617833E-02
-2.1807311E-02,1.083001E-02
-2.1805311E-02,1.670526E-02
-2.1803311E-02,2.450379E-02
-2.1801311E-02,1.267426E-02
-2.1799311E-02,1.299042E-02
-2.1797311E-02,2.102607E-02
-2.1795311E-02,4.69130E-03
-2.1793311E-02,9.80251E-03
-2.1791311E-02,-3.95031E-03
-2.1789311E-02,-3.87127E-03
-2.1787311E-02,2.45186E-03
-2.1785311E-02,8.24807E-03
-2.1783311E-02,5.48170E-03
-2.1781311E-02,1.773277E-02
-2.1779311E-02,1.39801E-03
-2.1777311E-02,1.061924E-02
-2.1775311E-02,2.028837E-02
-2.1773311E-02,9.96058E-03
-2.1771311E-02,1.520352E-02
-2.1769311E-02,-2.79107E-03
-2.1767311E-02,3.87457E-03
-2.1765311E-02,2.068357E-02
-2.1763311E-02,1.799623E-02
-2.1761311E-02,1.206829E-02
-2.1759311E-02,3.7050E-04
-2.1757311E-02,-1.040518E-02
-2.1755311E-02,1.886566E-02
-2.1753311E-02,-2.52761E-03
-2.1751311E-02,1.60878E-03
-2.1749311E-02,5.8127E-04
-2.1747311E-02,-1.52644E-03
-2.1745311E-02,1.038213E-02
-2.1743311E-02,8.069E-05
-2.1741311E-02,1.862855E-02
-2.1739311E-02,6.6031E-04
-2.1737311E-02,8.72230E-03
-2.1735311E-02,2.29378E-03
-2.1733311E-02,-1.3009E-04
-2.1731311E-02,-2.02703E-03
-2.1729311E-02,-7.6240E-04
-2.1727311E-02,2.03032E-03
-2.1725311E-02,7.98460E-03
-2.1723311E-02,-1.15759E-03
-2.1721311E-02,1.923451E-02
-2.1719311E-02,2.105242E-02
-2.1717311E-02,1.396524E-02
-2.1715311E-02,7.69479E-03
-2.1713311E-02,5.92959E-03
-2.1711311E-02,1.596756E-02
-2.1709311E-02,-3.31800E-03
-2.1707311E-02,-8.45555E-03
-2.1705311E-02,2.078895E-02
-2.1703311E-02,4.21707E-03
-2.1701311E-02,-4.87244E-03
-2.1699311E-02,3.45302E-03
-2.1697311E-02,2.152665E-02
-2.1695311E-02,4.21707E-03
-2.1693311E-02,1.615199E-02
-2.1691311E-02,4.03264E-03
-2.1689311E-02,5.50804E-03
-2.1687311E-02,-1.051056E-02
-2.1685311E-02,4.69130E-03
-2.1683311E-02,1.63512E-03
-2.1681311E-02,1.019770E-02
-2.1679311E-02,1.984048E-02
-2.1677311E-02,3.74283E-03
-2.1675311E-02,2.110511E-02
-2.1673311E-02,1.794354E-02
-2.1671311E-02,2.84706E-03
-2.1669311E-02,-9.77287E-03
-2.1667311E-02,7.9204E-04
-2.1665311E-02,8.93307E-03
-2.1663311E-02,5.24458E-03
-2.1661311E-02,8.11634E-03
-2.1659311E-02,3.66380E-03
-2.1657311E-02,-2.23780E-03
-2.1655311E-02,1.45070E-03
-2.1653311E-02,2.026202E-02
-2.1651311E-02,1.76686E-03
-2.1649311E-02,1.796989E-02
-2.1647311E-02,5.11285E-03
-2.1645311E-02,-1.39471E-03
-2.1643311E-02,9.61808E-03
-2.1641311E-02,1.085636E-02
-2.1639311E-02,-1.975815E-02
-2.1637311E-02,1.346465E-02
-2.1635311E-02,5.53439E-03
-2.1633311E-02,7.19421E-03
-2.1631311E-02,1.31897E-03
-2.1629311E-02,1.264792E-02
-2.1627311E-02,-1.412002E-02
-2.1625311E-02,8.56422E-03
-2.1623311E-02,5.16554E-03
-2.1621311E-02,3.90091E-03
-2.1619311E-02,2.97879E-03
-2.1617311E-02,-1.190692E-02
-2.1615311E-02,1.633641E-02
-2.1613311E-02,5.434E-05
-2.1611311E-02,4.45419E-03
-2.1609311E-02,1.728488E-02
-2.1607311E-02,4.11168E-03
-2.1605311E-02,1.612564E-02
-2.1603311E-02,2.265955E-02
-2.1601311E-02,9.22288E-03
-2.1599311E-02,-6.0432E-04
-2.1597311E-02,2.184281E-02
-2.1595311E-02,7.64210E-03
-2.1593311E-02,2.402956E-02
-2.1591311E-02,-3.44973E-03
-2.1589311E-02,1.97763E-03
-2.1587311E-02,-8.13939E-03
-2.1585311E-02,4.45419E-03
-2.1583311E-02,6.11401E-03
-2.1581311E-02,4.2319E-04
-2.1579311E-02,1.478197E-02
-2.1577311E-02,1.13454E-03
-2.1575311E-02,2.26744E-03
-2.1573311E-02,-1.211769E-02
-2.1571311E-02,1.175214E-02
-2.1569311E-02,1.162041E-02
-2.1567311E-02,-3.50242E-03
-2.1565311E-02,-8.35016E-03
-2.1563311E-02,-1.13125E-03
-2.1561311E-02,-9.64113E-03
-2.1559311E-02,1.185752E-02
-2.1557311E-02,8.69596E-03
-2.1555311E-02,4.37515E-03
-2.1553311E-02,5.27093E-03
-2.1551311E-02,2.042010E-02
-2.1549311E-02,-1.106384E-02
-2.1547311E-02,3.08417E-03
-2.1545311E-02,9.96058E-03
-2.1543311E-02,8.06364E-03
-2.1541311E-02,3.21591E-03
-2.1539311E-02,2.347628E-02
-2.1537311E-02,1.014501E-02
-2.1535311E-02,-1.47375E-03
-2.1533311E-02,1.754834E-02
-2.1531311E-02,5.56074E-03
-2.1529311E-02,9.51269E-03
-2.1527311E-02,1.5973E-04
-2.1525311E-02,2.97879E-03
-2.1523311E-02,1.343831E-02
-2.1521311E-02,2.60994E-03
-2.1519311E-02,8.40615E-03
-2.1517311E-02,5.95593E-03
-2.1515311E-02,-1.50010E-03
-2.1513311E-02,4.05899E-03
-2.1511311E-02,-3.1451E-04
-2.1509311E-02,-1.095845E-02
-2.1507311E-02,2.690131E-02
-2.1505311E-02,4.32246E-03
-2.1503311E-02,2.073626E-02
-2.1501311E-02,-3.9355E-04
-2.1499311E-02,7.85287E-03
-2.1497311E-02,-1.794025E-02
-2.1495311E-02,4.03264E-03
-2.1493311E-02,-8.40285E-03
-2.1491311E-02,-7.45438E-03
-2.1489311E-02,5.63977E-03
-2.1487311E-02,-1.188058E-02
-2.1485311E-02,2.71533E-03
-2.1483311E-02,1.328023E-02
-2.1481311E-02,1.71416E-03
-2.1479311E-02,9.74981E-03
-2.1477311E-02,-1.072134E-02
-2.1475311E-02,2.587381E-02
-2.1473311E-02,1.380716E-02
-2.1471311E-02,2.052549E-02
-2.1469311E-02,-1.738697E-02
-2.1467311E-02,6.77267E-03
-2.1465311E-02,-6.50591E-03
-2.1463311E-02,1.926086E-02
-2.1461311E-02,1.551967E-02
-2.1459311E-02,4.13803E-03
-2.1457311E-02,8.95942E-03
-2.1455311E-02,-2.8816E-04
-2.1453311E-02,1.63512E-03
-2.1451311E-02,-7.29630E-03
-2.1449311E-02,-1.3009E-04
-2.1447311E-02,2.777075E-02
-2.1445311E-02,1.8607E-04
-2.1443311E-02,7.72114E-03
-2.1441311E-02,1.196291E-02
-2.1439311E-02,-4.74070E-03
-2.1437311E-02,1.899740E-02
-2.1435311E-02,1.251618E-02
-2.1433311E-02,-1.222308E-02
-2.1431311E-02,5.82420E-03
-2.1429311E-02,-1.18394E-03
-2.1427311E-02,8.72230E-03
-2.1425311E-02,-5.18859E-03
-2.1423311E-02,-6.11072E-03
-2.1421311E-02,-1.180154E-02
-2.1419311E-02,1.76686E-03
-2.1417311E-02,3.18956E-03
-2.1415311E-02,7.43133E-03
-2.1413311E-02,-1.164346E-02
-2.1411311E-02,1.088271E-02
-2.1409311E-02,9.01211E-03
-2.1407311E-02,8.90673E-03
-2.1405311E-02,3.29495E-03
-2.1403311E-02,1.13454E-03
-2.1401311E-02,7.06248E-03
-2.1399311E-02,1.443947E-02
-2.1397311E-02,6.87806E-03
-2.1395311E-02,-1.351405E-02
-2.1393311E-02,8.1838E-04
-2.1391311E-02,-1.94799E-03
-2.1389311E-02,3.16321E-03
-2.1387311E-02,1.89859E-03
-2.1385311E-02,-5.79456E-03
-2.1383311E-02,7.48402E-03
-2.1381311E-02,-6.50591E-03
-2.1379311E-02,9.5012E-04
-2.1377311E-02,6.00862E-03
-2.1375311E-02,8.64326E-03
-2.1373311E-02,6.79902E-03
-2.1371311E-02,-2.05337E-03
-2.1369311E-02,-5.58379E-03
-2.1367311E-02,7.85287E-03
-2.1365311E-02,5.32362E-03
-2.1363311E-02,9.09115E-03
-2.1361311E-02,8.80134E-03
-2.1359311E-02,1.02916E-03
-2.1357311E-02,7.00979E-03
-2.1355311E-02,1.633641E-02
-2.1353311E-02,3.50572E-03
-2.1351311E-02,8.7108E-04
-2.1349311E-02,3.26860E-03
-2.1347311E-02,4.11168E-03
-2.1345311E-02,2.139492E-02
-2.1343311E-02,-1.156442E-02
-2.1341311E-02,1.578314E-02
-2.1339311E-02,1.436043E-02
-2.1337311E-02,2.020933E-02
-2.1335311E-02,2.260685E-02
-2.1333311E-02,1.304311E-02
-2.1331311E-02,1.18723E-03
-2.1329311E-02,4.90208E-03
-2.1327311E-02,-1.095845E-02
-2.1325311E-02,8.74865E-03
-2.1323311E-02,-2.47491E-03
-2.1321311E-02,1.783816E-02
-2.1319311E-02,8.14268E-03
-2.1317311E-02,6.58825E-03
-2.1315311E-02,-6.13706E-03
-2.1313311E-02,9.64443E-03
-2.1311311E-02,-7.21727E-03
-2.1309311E-02,1.111982E-02
-2.1307311E-02,2.39917E-03
-2.1305311E-02,1.939259E-02
-2.1303311E-02,-8.90343E-03
-2.1301311E-02,2.360802E-02
-2.1299311E-02,1.720584E-02
-2.1297311E-02,8.37980E-03
-2.1295311E-02,2.126319E-02
-2.1293311E-02,-3.6720E-04
-2.1291311E-02,2.165838E-02
-2.1289311E-02,1.68782E-03
-2.1287311E-02,8.59057E-03
-2.1285311E-02,-1.0374E-04
-2.1283311E-02,2.18840E-03
-2.1281311E-02,7.64210E-03
-2.1279311E-02,7.90556E-03
-2.1277311E-02,2.55725E-03
-2.1275311E-02,2.142126E-02
-2.1273311E-02,2.795517E-02
-2.1271311E-02,-8.11304E-03
-2.1269311E-02,5.66612E-03
-2.1267311E-02,5.11285E-03
-2.1265311E-02,2.89975E-03
-2.1263311E-02,7.90556E-03
-2.1261311E-02,4.95477E-03
-2.1259311E-02,4.92842E-03
-2.1257311E-02,5.37631E-03
-2.1255311E-02,-4.9893E-04
-2.1253311E-02,-3.1451E-04
-2.1251311E-02,1.783816E-02
-2.1249311E-02,-4.26647E-03
-2.1247311E-02,5.71881E-03
-2.1245311E-02,2.87340E-03
-2.1243311E-02,1.97763E-03
-2.1241311E-02,6.45651E-03
-2.1239311E-02,-4.66167E-03
-2.1237311E-02,3.42668E-03
-2.1235311E-02,1.26627E-03
-2.1233311E-02,1.575679E-02
-2.1231311E-02,7.9204E-04
-2.1229311E-02,1.209464E-02
-2.1227311E-02,2.500437E-02
-2.1225311E-02,-4.7259E-04
-2.1223311E-02,1.338561E-02
-2.1221311E-02,2.136857E-02
-2.1219311E-02,-1.02586E-03
-2.1217311E-02,1.354369E-02
-2.1215311E-02,1.246349E-02
-2.1213311E-02,7.58941E-03
-2.1211311E-02,-2.39588E-03
-2.1209311E-02,-1.71087E-03
-2.1207311E-02,5.98228E-03
-2.1205311E-02,5.63977E-03
-2.1203311E-02,6.64094E-03
-2.1201311E-02,3.13687E-03
-2.1199311E-02,4.84938E-03
-2.1197311E-02,1.52974E-03
-2.1195311E-02,8.66961E-03
-2.1193311E-02,5.21823E-03
-2.1191311E-02,7.06248E-03
-2.1189311E-02,5.13919E-03
-2.1187311E-02,7.27325E-03
-2.1185311E-02,2.58359E-03
-2.1183311E-02,1.061924E-02
-2.1181311E-02,3.140655E-02
-2.1179311E-02,5.77151E-03
-2.1177311E-02,1.014501E-02
-2.1175311E-02,1.401793E-02
-2.1173311E-02,1.409697E-02
-2.1171311E-02,1.217368E-02
-2.1169311E-02,1.251618E-02
-2.1167311E-02,5.74516E-03
-2.1165311E-02,-1.572715E-02
-2.1163311E-02,3.66380E-03
-2.1161311E-02,-5.74187E-03
-2.1159311E-02,1.083001E-02
-2.1157311E-02,-4.66167E-03
-2.1155311E-02,7.72114E-03
-2.1153311E-02,4.58592E-03
-2.1151311E-02,8.64326E-03
-2.1149311E-02,-2.05337E-03
-2.1147311E-02,-7.71785E-03
-2.1145311E-02,7.32594E-03
-2.1143311E-02,-5.26763E-03
-2.1141311E-02,1.23993E-03
-2.1139311E-02,-6.21610E-03
-2.1137311E-02,-5.95264E-03
-2.1135311E-02,5.92959E-03
-2.1133311E-02,1.34531E-03
-2.1131311E-02,1.546698E-02
-2.1129311E-02,8.06364E-03
-2.1127311E-02,-1.322424E-02
-2.1125311E-02,9.11750E-03
-2.1123311E-02,1.001328E-02
-2.1121311E-02,-1.55279E-03
-2.1119311E-02,7.6569E-04
-2.1117311E-02,9.88154E-03
-2.1115311E-02,7.90556E-03
-2.1113311E-02,5.48170E-03
-2.1111311E-02,-5.7797E-04
-2.1109311E-02,1.080367E-02
-2.1107311E-02,9.88154E-03
-2.1105311E-02,-4.29282E-03
-2.1103311E-02,7.29960E-03
-2.1101311E-02,1.330658E-02
-2.1099311E-02,1.214733E-02
-2.1097311E-02,-1.52644E-03
-2.1095311E-02,4.24342E-03
-2.1093311E-02,-5.03051E-03
-2.1091311E-02,7.27325E-03
-2.1089311E-02,5.98228E-03
-2.1087311E-02,1.08185E-03
-2.1085311E-02,1.056655E-02
-2.1083311E-02,2.792882E-02
-2.1081311E-02,2.629535E-02
-2.1079311E-02,2.518880E-02
-2.1077311E-02,-2.470E-05
-2.1075311E-02,4.26976E-03
-2.1073311E-02,4.32246E-03
-2.1071311E-02,3.61110E-03
-2.1069311E-02,2.705939E-02
-2.1067311E-02,1.140964E-02
-2.1065311E-02,9.48635E-03
-2.1063311E-02,6.90440E-03
-2.1061311E-02,1.088271E-02
-2.1059311E-02,2.213262E-02
-2.1057311E-02,1.765373E-02
